オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス
202005220020-1,2020-05-22,C00001737,HA-AUNN,1,5280,2020-05-27,,配達済み
202005220019-1,2020-05-22,C00001726,SK-AWBL,1,18100,2020-05-27,,配達済み
202005220020-2,2020-05-22,C00001737,NI-AWBS,1,11000,2020-05-28,,配達済み
202005220016-1,2020-05-22,C00001528,TS-BWGL,4,30400,2020-05-26,,配達済み
202005220016-2,2020-05-22,C00001528,PA-CWBL,1,14300,2020-05-27,,配達済み
202005220023-1,2020-05-22,C00002208,PA-CWBS,1,14300,2020-05-26,,配達済み
202005220015-1,2020-05-22,C00001428,SB-AUNN,1,8800,2020-05-29,,配達済み
202005220022-1,2020-05-22,C00002117,TS-AWGS,1,8900,2020-05-28,,配達済み
202005220001-1,2020-05-22,C00000707,VE-BWBL,1,18900,2020-05-25,,配達済み
202005220000-1,2020-05-22,C00000122,PA-BWWL,1,19800,2020-05-27,,配達済み
202005220009-1,2020-05-22,C00001179,PA-AMWS,2,33000,2020-05-26,,配達済み
202005230007-1,2020-05-23,C00000457,PA-BWBM,1,19800,2020-05-28,,配達済み
202005230008-1,2020-05-23,C00000787,PA-BMWL,2,40000,2020-05-26,,配達済み
202005230015-1,2020-05-23,C00000933,SW-AMGS,1,16000,2020-05-28,,配達済み
202005230011-1,2020-05-23,C00000924,HA-AUNN,2,10560,2020-05-25,,配達済み
202005230017-1,2020-05-23,C00001500,HA-BUNN,1,4800,2020-05-29,,配達済み
202005230010-1,2020-05-23,C00000836,TO-AUNN,1,2280,2020-05-28,,配達済み
202005230019-1,2020-05-23,C00002106,TB-BUNN,1,9800,2020-05-24,,配達済み
202005230018-1,2020-05-23,C00001995,PA-AMWM,1,16500,2020-05-24,,配達済み
202005230000-1,2020-05-23,C00000068,TS-BWBM,1,7600,2020-05-24,,配達済み
202005230001-1,2020-05-23,C00000166,PA-CWWL,1,14300,2020-05-28,,配達済み
202005240009-1,2020-05-24,C00001987,BP-BUNN,1,9800,2020-05-28,,配達済み
202005240004-1,2020-05-24,C00000706,JA-CMGM,1,20800,2020-05-26,,配達済み
202005240007-1,2020-05-24,C00000842,SK-AWBL,1,18100,2020-05-27,,配達済み
202005240002-1,2020-05-24,C00000282,NI-AWBM,1,11000,2020-05-26,,配達済み
202005240001-1,2020-05-24,C00000171,TO-BUNN,1,2180,2020-05-31,,配達済み
202005250000-1,2020-05-25,C00000440,NI-AWWM,1,11000,2020-05-30,,配達済み
202005250024-1,2020-05-25,C00001658,SB-AUNN,1,8800,2020-05-28,,配達済み
202005250015-1,2020-05-25,C00001009,PA-CWBL,1,14300,2020-05-26,,配達済み
202005250010-1,2020-05-25,C00000751,BP-CUNN,1,12900,2020-05-26,,配達済み
202005250033-1,2020-05-25,C00002008,NI-BWGM,4,60400,2020-05-30,,配達済み
202005250031-1,2020-05-25,C00001895,HC-BUNN,2,1960,2020-05-26,,配達済み
202005250028-1,2020-05-25,C00001870,TS-CWGS,1,7600,2020-05-29,,配達済み
202005250041-1,2020-05-25,C00002220,PA-CMBL,1,14300,2020-05-25,,配達済み
202005250018-1,2020-05-25,C00001246,PA-BMBS,1,20000,2020-05-28,,配達済み
202005250035-1,2020-05-25,C00002099,HA-BUNN,1,4800,2020-05-28,2020-06-12,キャンセル
202005250030-1,2020-05-25,C00001889,TB-BUNN,1,9800,2020-05-29,,配達済み
202005250017-1,2020-05-25,C00001105,NI-CMWM,1,12300,2020-05-28,,配達済み
202005250023-1,2020-05-25,C00001485,NI-BWWL,1,15100,2020-05-27,,配達済み
202005250007-1,2020-05-25,C00000608,HC-AUNN,1,1200,2020-05-27,,配達済み
202005250008-1,2020-05-25,C00000633,TS-BMGL,1,8700,2020-05-27,,配達済み
202005250002-1,2020-05-25,C00000605,CT-BMWL,1,38900,2020-05-27,,配達済み
202005250040-1,2020-05-25,C00002198,NI-AWBM,2,22000,2020-05-28,2020-06-12,キャンセル
202005250040-2,2020-05-25,C00002198,NI-CWBM,2,24800,2020-05-27,2020-06-12,キャンセル
202005250013-1,2020-05-25,C00001006,PA-BMGS,1,20000,2020-05-30,,配達済み
202005250021-1,2020-05-25,C00001438,PA-BMGL,1,20000,2020-05-30,,配達済み
202005250032-1,2020-05-25,C00002001,PA-CWBM,1,14300,2020-05-29,,配達済み
202005250012-1,2020-05-25,C00000944,SW-BWBS,1,15900,2020-06-02,,配達済み
202005260027-1,2020-05-26,C00002014,PA-BWGM,1,19800,2020-05-29,,配達済み
202005260012-1,2020-05-26,C00000503,NI-AMBS,1,10000,2020-05-30,,配達済み
202005260001-1,2020-05-26,C00000019,SW-AMBS,1,16000,2020-05-30,,配達済み
202005260023-1,2020-05-26,C00001544,HA-AUNN,1,5280,2020-05-31,,配達済み
202005260016-2,2020-05-26,C00001291,TO-BUNN,1,2180,2020-05-31,,配達済み
202005260028-1,2020-05-26,C00002147,HC-BUNN,1,980,2020-05-31,,配達済み
202005260019-1,2020-05-26,C00001451,SB-AUNN,1,8800,2020-05-31,,配達済み
202005260016-1,2020-05-26,C00001291,JA-BMGM,2,38800,2020-05-31,,配達済み
202005260024-1,2020-05-26,C00001793,SW-CWBS,1,18400,2020-05-31,,配達済み
202005260014-1,2020-05-26,C00000708,HA-BUNN,4,19200,2020-05-31,,配達済み
202005260024-2,2020-05-26,C00001793,PA-BWBM,1,19800,2020-05-30,,配達済み
202005260006-1,2020-05-26,C00000115,JA-CWWS,1,22100,2020-05-30,,配達済み
202005260017-1,2020-05-26,C00001449,SK-AWWS,1,18100,2020-05-31,,配達済み
202005260024-3,2020-05-26,C00001793,PA-CWWS,1,14300,2020-05-29,,配達済み
202005260009-1,2020-05-26,C00000286,CT-CMGS,1,30800,2020-06-01,,配達済み
202005260013-1,2020-05-26,C00000555,SW-CMWS,1,18400,2020-06-01,,配達済み
202005260025-1,2020-05-26,C00001878,NI-BWGS,1,15100,2020-06-01,,配達済み
202005260015-1,2020-05-26,C00000717,PA-BMWM,1,20000,2020-05-31,,配達済み
202005280021-1,2020-05-28,C00001767,SK-AWGM,1,18100,2020-06-04,2020-06-13,キャンセル
202005280017-1,2020-05-28,C00001455,TO-AUNN,1,2280,2020-05-28,,配達済み
202005280005-1,2020-05-28,C00000280,JA-CMWS,3,62400,2020-05-30,,配達済み
202005280006-1,2020-05-28,C00000455,HC-AUNN,1,1200,2020-06-04,,配達済み
202005280023-1,2020-05-28,C00002103,CT-CWBM,1,31000,2020-05-31,,配達済み
202005280014-4,2020-05-28,C00000902,NI-CWGS,1,12400,2020-06-04,,配達済み
202005280014-1,2020-05-28,C00000902,TO-AUNN,1,2280,2020-06-02,,配達済み
202005280012-2,2020-05-28,C00000777,SB-AUNN,3,26400,2020-06-02,,配達済み
202005280012-1,2020-05-28,C00000777,PA-BMBM,1,20000,2020-06-02,,配達済み
202005280018-1,2020-05-28,C00001594,HA-AUNN,1,5280,2020-06-01,,配達済み
202005280015-1,2020-05-28,C00001222,SW-CWGL,1,18400,2020-06-03,,配達済み
202005280022-1,2020-05-28,C00001906,TS-BMGS,1,8700,2020-06-01,,配達済み
202005280016-1,2020-05-28,C00001278,PA-CWGL,1,14300,2020-05-29,,配達済み
202005280000-1,2020-05-28,C00000180,BP-AUNN,1,10200,2020-06-02,,配達済み
202005280014-2,2020-05-28,C00000902,SK-AWGM,2,36200,2020-06-04,,配達済み
202005280011-2,2020-05-28,C00000776,HC-BUNN,1,980,2020-06-02,2020-06-13,キャンセル
202005280014-3,2020-05-28,C00000902,PA-CWGM,1,14300,2020-06-02,,配達済み
202005280011-1,2020-05-28,C00000776,PA-CWBL,1,14300,2020-06-01,2020-06-13,キャンセル
202005290001-1,2020-05-29,C00000018,PA-CMGL,1,14300,2020-06-02,,配達済み
202005290011-1,2020-05-29,C00001307,NI-AWGL,1,11000,2020-06-04,,配達済み
202005290003-1,2020-05-29,C00000119,PA-CWGS,1,14300,2020-06-04,,配達済み
202005290012-1,2020-05-29,C00001489,TS-AKGS,2,8600,2020-06-03,,配達済み
202005290009-1,2020-05-29,C00001076,PA-CWBL,1,14300,2020-06-02,,配達済み
202005290014-1,2020-05-29,C00001859,NI-AWBM,2,22000,2020-06-05,,配達済み
202005290015-1,2020-05-29,C00002199,BP-AUNN,1,10200,2020-06-03,,配達済み
202005290008-1,2020-05-29,C00000224,HA-BUNN,4,19200,2020-06-04,,配達済み
202005300012-2,2020-05-30,C00001149,HC-BUNN,1,980,2020-06-05,,配達済み
202005300022-1,2020-05-30,C00001207,NI-CWGM,1,12400,2020-05-31,,配達済み
202005300005-1,2020-05-30,C00000290,PA-AMBM,1,16500,2020-06-04,,配達済み
202005300007-1,2020-05-30,C00000513,PA-CWBM,1,14300,2020-06-03,,配達済み
202005300029-2,2020-05-30,C00002117,NI-CWGS,2,24800,2020-06-02,,配達済み
202005300031-1,2020-05-30,C00002134,PA-BMGS,1,20000,2020-06-03,,配達済み
202005300013-1,2020-05-30,C00001200,PA-BMGL,1,20000,2020-05-31,,配達済み
202005300028-1,2020-05-30,C00002032,BP-BUNN,1,9800,2020-06-03,,配達済み
202005300012-1,2020-05-30,C00001149,HA-AKNN,1,4300,2020-06-06,,配達済み
202005300024-1,2020-05-30,C00001510,TB-BUNN,1,9800,2020-06-04,,配達済み
202005300015-1,2020-05-30,C00001202,PA-BMWM,1,20000,2020-06-01,,配達済み
202005300015-2,2020-05-30,C00001202,TB-AUNN,1,7800,2020-06-03,,配達済み
202005300033-1,2020-05-30,C00002224,PA-AKGM,1,7600,2020-06-04,,配達済み
202005300010-1,2020-05-30,C00000660,BP-CUNN,1,12900,2020-06-03,,配達済み
202005300008-1,2020-05-30,C00000515,SW-AWGM,2,35200,2020-06-01,2020-06-11,キャンセル
202005300029-1,2020-05-30,C00002117,PA-BWWS,1,19800,2020-06-05,,配達済み
202005300025-1,2020-05-30,C00001615,BP-CUNN,1,12900,2020-06-01,,配達済み
202005300032-1,2020-05-30,C00002213,SW-BWWL,2,31800,2020-06-03,,配達済み
202005300011-1,2020-05-30,C00000813,SW-CMWL,1,18400,2020-06-02,,配達済み
202005300006-1,2020-05-30,C00000493,SW-AMGM,1,16000,2020-06-02,,配達済み
202005310003-1,2020-05-31,C00000320,JA-CWBM,1,22100,2020-06-05,,配達済み
202005310010-1,2020-05-31,C00001452,PA-CWBS,1,14300,2020-06-07,,配達済み
202005310008-1,2020-05-31,C00001293,TS-CWBS,1,7600,2020-06-07,,配達済み
202005310014-1,2020-05-31,C00002102,TS-BWBS,1,7600,2020-06-05,,配達済み
202005310013-1,2020-05-31,C00001621,NI-BWGL,1,15100,2020-06-06,,配達済み
202005310005-1,2020-05-31,C00000994,SW-CWWS,2,36800,2020-06-07,,配達済み
202005310016-1,2020-05-31,C00002167,NI-AMBS,1,10000,2020-06-05,,配達済み
202005310002-1,2020-05-31,C00000282,PA-BWBS,1,19800,2020-06-08,,配達済み
202005310000-1,2020-05-31,C00000084,TB-AUNN,1,7800,2020-06-07,,配達済み
202006010021-1,2020-06-01,C00001708,PA-AMGL,1,16500,2020-06-06,,配達済み
202006010010-1,2020-06-01,C00000483,HC-AUNN,1,1200,2020-06-04,,配達済み
202006010020-1,2020-06-01,C00001643,SK-AWBM,1,18100,2020-06-04,,配達済み
202006010016-1,2020-06-01,C00001037,SW-BWBM,1,15900,2020-06-07,,配達済み
202006010013-1,2020-06-01,C00000509,PA-AMWM,1,16500,2020-06-06,,配達済み
202006010019-1,2020-06-01,C00001558,NI-AWBM,1,11000,2020-06-06,,配達済み
202006010000-1,2020-06-01,C00000078,BP-AUNN,1,10200,2020-06-04,,配達済み
202006010000-2,2020-06-01,C00000078,TS-CMGS,3,22800,2020-06-04,,配達済み
202006010003-1,2020-06-01,C00000227,TS-AMWM,1,7900,2020-06-05,,配達済み
202006010014-1,2020-06-01,C00000547,SW-AWBL,1,17600,2020-06-07,,配達済み
202006010004-1,2020-06-01,C00000292,SW-AWWL,1,17600,2020-06-04,,配達済み
202006010002-1,2020-06-01,C00000173,TS-BMBM,1,8700,2020-06-03,,配達済み
202006010027-1,2020-06-01,C00002107,SW-CWGS,1,18400,2020-06-09,,配達済み
202006010029-1,2020-06-01,C00002204,JA-CWWM,1,22100,2020-06-07,,配達済み
202006010007-1,2020-06-01,C00000455,TS-BWGL,1,7600,2020-06-07,,配達済み
202006010015-1,2020-06-01,C00000607,TB-BUNN,1,9800,2020-06-09,,配達済み
202006010027-2,2020-06-01,C00002107,BP-BUNN,1,9800,2020-06-09,,配達済み
202006010014-2,2020-06-01,C00000547,PA-CWWM,1,14300,2020-06-04,,配達済み
202006010014-3,2020-06-01,C00000547,HA-BUNN,1,4800,2020-06-07,,配達済み
202006020029-1,2020-06-02,C00001809,HC-AUNN,1,1200,2020-06-06,,配達済み
202006020003-1,2020-06-02,C00000726,NI-AKBM,1,8300,2020-06-09,,配達済み
202006020029-2,2020-06-02,C00001809,VE-BMBS,1,18000,2020-06-07,,配達済み
202006020001-1,2020-06-02,C00000415,NI-BMWL,1,14500,2020-06-09,,配達済み
202006020019-1,2020-06-02,C00001495,JA-BWBL,1,21000,2020-06-07,,配達済み
202006020013-1,2020-06-02,C00001121,PA-CWGS,1,14300,2020-06-08,,配達済み
202006020016-1,2020-06-02,C00001474,PA-BMBM,1,20000,2020-06-06,,配達済み
202006020021-1,2020-06-02,C00001571,NI-CWGL,1,12400,2020-06-08,,配達済み
202006020000-1,2020-06-02,C00000249,HC-BUNN,1,980,2020-06-04,,配達済み
202006020014-1,2020-06-02,C00001373,TS-BWBM,1,7600,2020-06-04,,配達済み
202006020008-1,2020-06-02,C00001011,PA-BWGM,1,19800,2020-06-07,,配達済み
202006020013-2,2020-06-02,C00001121,SB-CUNN,1,5890,2020-06-05,,配達済み
202006020002-1,2020-06-02,C00000726,TO-AUNN,1,2280,2020-06-08,,配達済み
202006020007-1,2020-06-02,C00000737,SW-BWBS,1,15900,2020-06-09,,配達済み
202006020015-1,2020-06-02,C00001451,SK-AWWL,1,18100,2020-06-07,,配達済み
202006020010-1,2020-06-02,C00001058,PA-AMBL,1,16500,2020-06-06,,配達済み
202006020027-1,2020-06-02,C00001792,SW-AWWS,2,35200,2020-06-08,,配達済み
202006040017-1,2020-06-04,C00001991,TB-BUNN,1,9800,2020-06-06,,配達済み
202006040007-1,2020-06-04,C00000925,SB-BUNN,1,6800,2020-06-09,,配達済み
202006040019-2,2020-06-04,C00002219,TS-AMWM,1,7900,2020-06-08,,配達済み
202006040015-1,2020-06-04,C00001588,TO-AUNN,1,2280,2020-06-08,,配達済み
202006040005-1,2020-06-04,C00000145,NI-AWGS,1,11000,2020-06-06,,配達済み
202006040019-1,2020-06-04,C00002219,VE-AMWL,1,19800,2020-06-07,,配達済み
202006040016-1,2020-06-04,C00001934,HC-AUNN,1,1200,2020-06-11,,配達済み
202006040006-1,2020-06-04,C00000531,TO-AUNN,1,2280,2020-06-07,,配達済み
202006040011-1,2020-06-04,C00001110,HA-BUNN,1,4800,2020-06-10,,配達済み
202006040019-4,2020-06-04,C00002219,PA-BMGL,1,20000,2020-06-05,,配達済み
202006040019-3,2020-06-04,C00002219,SW-BWWL,1,15900,2020-06-07,,配達済み
202006040013-1,2020-06-04,C00001477,SW-CMGL,1,18400,2020-06-11,,配達済み
202006040001-1,2020-06-04,C00000024,PA-BMGS,1,20000,2020-06-06,,配達済み
202006050000-1,2020-06-05,C00000008,TO-AUNN,1,2280,2020-06-08,,配達済み
202006050018-1,2020-06-05,C00001246,PA-BMGM,1,20000,2020-06-09,,配達済み
202006050001-1,2020-06-05,C00000068,HC-AUNN,1,1200,2020-06-08,,配達済み
202006050003-1,2020-06-05,C00000087,SK-AWBL,1,18100,2020-06-07,,配達済み
202006050018-2,2020-06-05,C00001246,PA-CMBS,1,14300,2020-06-08,,配達済み
202006050007-1,2020-06-05,C00000431,SB-BUNN,1,6800,2020-06-08,,配達済み
202006050016-1,2020-06-05,C00001233,JA-AWGL,1,31900,2020-06-08,,配達済み
202006050028-1,2020-06-05,C00001708,TS-CMBM,1,7600,2020-06-06,,配達済み
202006050014-1,2020-06-05,C00001128,TO-BUNN,1,2180,2020-06-09,,配達済み
202006050008-1,2020-06-05,C00000437,VE-BWWL,1,18900,2020-06-07,,配達済み
202006050008-2,2020-06-05,C00000437,TB-AUNN,1,7800,2020-06-07,,配達済み
202006050005-1,2020-06-05,C00000268,PA-BMGL,1,20000,2020-06-09,,配達済み
202006050018-3,2020-06-05,C00001246,SW-AMWS,1,16000,2020-06-07,,配達済み
202006050011-1,2020-06-05,C00000759,HA-BUNN,1,4800,2020-06-08,,配達済み
202006050024-1,2020-06-05,C00001417,PA-CWWS,3,42900,2020-06-09,,配達済み
202006050009-1,2020-06-05,C00000512,SK-AWGM,1,18100,2020-06-07,,配達済み
202006050013-1,2020-06-05,C00001000,PA-CMWL,1,14300,2020-06-07,,配達済み
202006050025-2,2020-06-05,C00001578,SW-CWWL,3,55200,2020-06-06,,配達済み
202006050025-1,2020-06-05,C00001578,SW-BWBM,1,15900,2020-06-06,,配達済み
202006060001-1,2020-06-06,C00000212,HA-BUNN,2,9600,2020-06-11,,配達済み
202006060012-1,2020-06-06,C00001447,SB-BUNN,2,13600,2020-06-12,,配達済み
202006060011-1,2020-06-06,C00001402,PA-CWGM,1,14300,2020-06-11,,配達済み
202006060022-1,2020-06-06,C00002158,TS-AWBM,1,8900,2020-06-06,,配達済み
202006060000-1,2020-06-06,C00000119,HC-BUNN,1,980,2020-06-10,,配達済み
202006060002-1,2020-06-06,C00000435,TO-BUNN,1,2180,2020-06-13,,配達済み
202006060009-1,2020-06-06,C00001231,NI-AKGS,1,8300,2020-06-10,,配達済み
202006060013-1,2020-06-06,C00001844,PA-AMBL,1,16500,2020-06-07,,配達済み
202006060019-2,2020-06-06,C00001892,BP-AUNN,1,10200,2020-06-12,,配達済み
202006060010-1,2020-06-06,C00001278,BP-AUNN,1,10200,2020-06-07,,配達済み
202006060021-1,2020-06-06,C00002055,PA-AMGM,1,16500,2020-06-10,,配達済み
202006060008-1,2020-06-06,C00001204,SB-AUNN,1,8800,2020-06-12,,配達済み
202006060019-1,2020-06-06,C00001892,PA-BWBS,1,19800,2020-06-13,,配達済み
202006060004-1,2020-06-06,C00001169,PA-BMBM,1,20000,2020-06-11,,配達済み
202006070021-1,2020-06-07,C00001857,VE-CWBM,1,16800,2020-06-14,,配達済み
202006070001-1,2020-06-07,C00000286,HC-AUNN,1,1200,2020-06-10,,配達済み
202006070017-1,2020-06-07,C00001694,TO-BUNN,1,2180,2020-06-11,,配達済み
202006070015-1,2020-06-07,C00001688,SK-AWBM,1,18100,2020-06-12,,配達済み
202006070024-1,2020-06-07,C00001895,NI-AMBM,4,40000,2020-06-14,,配達済み
202006070018-1,2020-06-07,C00001755,TB-BUNN,1,9800,2020-06-13,,配達済み
202006070013-1,2020-06-07,C00001501,NI-CMWL,1,12300,2020-06-12,,配達済み
202006070025-1,2020-06-07,C00002187,SB-AUNN,1,8800,2020-06-12,,配達済み
202006070007-1,2020-06-07,C00000902,PA-AMBM,1,16500,2020-06-13,,配達済み
202006070000-1,2020-06-07,C00000194,CT-AWWM,1,41200,2020-06-12,,配達済み
202006070005-1,2020-06-07,C00000606,SW-BWWS,1,15900,2020-06-12,,配達済み
202006070010-1,2020-06-07,C00001451,BP-AUNN,1,10200,2020-06-13,,配達済み
202006070023-2,2020-06-07,C00001880,PA-CWWL,1,14300,2020-06-13,,配達済み
202006070023-1,2020-06-07,C00001880,SB-AUNN,1,8800,2020-06-10,,配達済み
202006080000-1,2020-06-08,C00000143,JA-CWGL,1,22100,2020-06-11,,配達済み
202006080013-1,2020-06-08,C00001816,SW-CWWM,3,55200,2020-06-14,,配達済み
202006080014-1,2020-06-08,C00001845,TS-CMBL,2,15200,2020-06-13,,配達済み
202006080015-1,2020-06-08,C00002032,SW-AMGS,1,16000,2020-06-15,,配達済み
202006080001-1,2020-06-08,C00000700,TO-BUNN,1,2180,2020-06-11,,配達済み
202006080018-1,2020-06-08,C00002115,PA-BWWL,1,19800,2020-06-13,,配達済み
202006080009-1,2020-06-08,C00001456,VE-CWGM,2,33600,2020-06-14,,配達済み
202006080012-1,2020-06-08,C00001465,TS-BMGS,2,17400,2020-06-12,,配達済み
202006080006-1,2020-06-08,C00001362,SK-AWWM,1,18100,2020-06-14,,配達済み
202006080003-1,2020-06-08,C00000827,PA-CMWL,1,14300,2020-06-11,,配達済み
202006080002-1,2020-06-08,C00000779,SB-CUNN,1,5890,2020-06-14,,配達済み
202006090001-1,2020-06-09,C00000294,SW-AMWM,2,32000,2020-06-17,,配達済み
202006090013-1,2020-06-09,C00000544,NI-CWGM,1,12400,2020-06-18,,配達済み
202006090009-1,2020-06-09,C00000539,PA-AMGM,2,33000,2020-06-10,,配達済み
202006090019-1,2020-06-09,C00002199,PA-AMGL,1,16500,2020-06-18,,配達済み
202006090019-2,2020-06-09,C00002199,JA-CMBL,1,20800,2020-06-17,,配達済み
202006090013-2,2020-06-09,C00000544,PA-AMWL,1,16500,2020-06-18,,配達済み
202006090001-2,2020-06-09,C00000294,VE-CWBS,1,16800,2020-06-15,,配達済み
202006090017-1,2020-06-09,C00001066,PA-BMGL,1,20000,2020-06-13,,配達済み
202006090016-1,2020-06-09,C00000943,SW-AMBM,1,16000,2020-06-18,,配達済み
202006090014-1,2020-06-09,C00000752,SW-CMWS,1,18400,2020-06-18,,配達済み
202006090000-1,2020-06-09,C00000133,JA-BWBM,1,21000,2020-06-15,,配達済み
202006090000-3,2020-06-09,C00000133,TS-CWWM,2,15200,2020-06-15,,配達済み
202006090000-2,2020-06-09,C00000133,TS-AKWL,1,4300,2020-06-18,,配達済み
202006090015-1,2020-06-09,C00000850,SB-CUNN,1,5890,2020-06-10,,配達済み
202006090018-1,2020-06-09,C00001191,BP-CUNN,2,25800,2020-06-15,,配達済み
202006110009-1,2020-06-11,C00001516,SK-AWWM,1,18100,2020-06-16,,配達済み
202006110014-1,2020-06-11,C00001923,PA-BMGM,1,20000,2020-06-18,,配達済み
202006110004-1,2020-06-11,C00000958,PA-BWBS,1,19800,2020-06-17,,配達済み
202006110010-1,2020-06-11,C00001518,NI-CWWS,1,12400,2020-06-15,,配達済み
202006110001-1,2020-06-11,C00000118,PA-AKWL,1,7600,2020-06-16,,配達済み
202006110012-1,2020-06-11,C00001644,SW-CMGM,1,18400,2020-06-15,,配達済み
202006110005-1,2020-06-11,C00001404,HA-AUNN,1,5280,2020-06-15,,配達済み
202006110000-1,2020-06-11,C00000043,CT-AKBS,2,39600,2020-06-18,,配達済み
202006120050-1,2020-06-12,C00002148,JA-CWWL,1,22100,2020-06-12,,配達済み
202006120047-1,2020-06-12,C00001964,SK-AWBL,2,36200,2020-06-16,,配達済み
202006120039-1,2020-06-12,C00001649,BP-CUNN,1,12900,2020-06-16,,配達済み
202006120014-1,2020-06-12,C00000366,SW-AWBM,1,17600,2020-06-18,,配達済み
202006120016-2,2020-06-12,C00000402,BP-BUNN,1,9800,2020-06-16,,配達済み
202006120016-1,2020-06-12,C00000402,CT-BMGS,1,38900,2020-06-18,,配達済み
202006120035-1,2020-06-12,C00001629,PA-CMBL,2,28600,2020-06-14,,配達済み
202006120042-2,2020-06-12,C00001828,JA-AWGS,1,31900,2020-06-16,,配達済み
202006120013-1,2020-06-12,C00000341,NI-CMGL,1,12300,2020-06-12,,配達済み
202006120018-1,2020-06-12,C00000520,PA-AMGS,1,16500,2020-06-18,,配達済み
202006120048-1,2020-06-12,C00002010,TS-BMWM,1,8700,2020-06-16,,配達済み
202006120009-1,2020-06-12,C00000138,SB-BUNN,1,6800,2020-06-12,,配達済み
202006120033-1,2020-06-12,C00001381,TS-AKGS,2,8600,2020-06-13,,配達済み
202006120052-1,2020-06-12,C00002213,TS-BMGL,1,8700,2020-06-15,,配達済み
202006120041-1,2020-06-12,C00001799,BP-CUNN,2,25800,2020-06-17,,配達済み
202006120042-1,2020-06-12,C00001828,SW-AWGL,1,17600,2020-06-15,,配達済み
202006120036-1,2020-06-12,C00001633,BP-BUNN,2,19600,2020-06-17,,配達済み
202006120027-1,2020-06-12,C00000962,HC-AUNN,1,1200,2020-06-13,,配達済み
202006120051-1,2020-06-12,C00002169,TS-BMBM,1,8700,2020-06-17,,配達済み
202006120012-1,2020-06-12,C00000186,PA-BMWM,1,20000,2020-06-19,,配達済み
202006120029-1,2020-06-12,C00001191,NI-AMBS,3,30000,2020-06-14,,配達済み
202006120043-1,2020-06-12,C00001878,TB-BUNN,1,9800,2020-06-14,,配達済み
202006120011-1,2020-06-12,C00000154,SB-CUNN,1,5890,2020-06-14,,配達済み
202006120005-1,2020-06-12,C00000074,JA-AMWL,1,31900,2020-06-18,,配達済み
202006120032-1,2020-06-12,C00001338,JA-CWWS,3,66300,2020-06-15,,配達済み
